"","X","Protein.Id","Description","p_values","q_values","foldChange","LFC"
"3824",3824,"Q8C5W0","CLMN_MOUSE Calmin",0.0225709103857667,0.0825072815284906,-1.14185776083301,-0.191382947967412
"3184",3184,"P32921","SYWC_MOUSE Tryptophan--tRNA ligase, cytoplasmic",0.00483713149514463,0.0316628312065076,-1.24783790818365,-0.319430542976416
"2520",2520,"Q7TT50","MRCKB_MOUSE Serine/threonine-protein kinase MRCK beta",0.00176508529993427,0.0178316873276646,1.09469876598515,0.130533930458478
"3892",3892,"P31750","AKT1_MOUSE RAC-alpha serine/threonine-protein kinase",0.00900480411813513,0.0463257835995827,1.11378443303294,0.155470033855365
"8172",8172,"O08584","KLF6_MOUSE Krueppel-like factor 6",2.05618708003822e-05,0.00329997867649272,1.56961714772243,0.650412707882187
"1937",1937,"Q6A0A2","LAR4B_MOUSE La-related protein 4B",0.0159292529665981,0.0660491061456967,1.09729148624839,0.133946816448066
"7165",7165,"Q8BH98","MBOA1_MOUSE Lysophospholipid acyltransferase 1",0.0100777492982112,0.049629398555623,1.32000287335996,0.400541070021343
"1486",1486,"Q3UH06","RREB1_MOUSE Ras-responsive element-binding protein 1",0.02068496674258,0.0779136920331419,1.08427571491764,0.116731658874742
"1224",1224,"E9Q557","DESP_MOUSE Desmoplakin",4.79853240918956e-05,0.00473204671918272,1.20868225347453,0.273435029048245
"1901",1901,"Q3TDN2","FAF2_MOUSE FAS-associated factor 2",0.0106797650015056,0.0516020522652442,1.08231482082951,0.11412020746995
"3565",3565,"O70293","GRK6_MOUSE G protein-coupled receptor kinase 6",6.16501900562627e-06,0.00219394263308917,1.17876913755884,0.237281193540545
"7473",7473,"P49070","CAMLG_MOUSE Calcium signal-modulating cyclophilin ligand",0.000426096646640617,0.0095550713774067,1.29272230141088,0.370412393163769
"7905",7905,"Q9CR64","KISHA_MOUSE Protein kish-A",0.0164773296392339,0.0676363806906368,1.14627177000506,0.196949133759344
"4582",4582,"Q8BHJ6","SERC5_MOUSE Serine incorporator 5",0.00207148745721336,0.0197382128490004,1.63011223417492,0.704971298268201
"3601",3601,"Q9EQG9","C43BP_MOUSE Collagen type IV alpha-3-binding protein",6.8006663304374e-05,0.00573953862190207,1.10683634062684,0.146441917674005
"6167",6167,"Q8R2Q4","RRF2M_MOUSE Ribosome-releasing factor 2, mitochondrial",0.0136534229474134,0.0602157546252487,1.06094560186011,0.0853506864707891
"7382",7382,"Q5NCE8","MRS2_MOUSE Magnesium transporter MRS2 homolog, mitochondrial",0.00234675317537472,0.0209925406999367,-1.22706084716378,-0.295206790748903
"6515",6515,"Q60854","SPB6_MOUSE Serpin B6",0.00184782984134417,0.0184220307568844,1.35607662327738,0.439438698311395
"3359",3359,"Q9WUR2","ECI2_MOUSE Enoyl-CoA delta isomerase 2, mitochondrial",0.00189082135037686,0.0186635865111916,-1.13280251226117,-0.17989637005925
"4570",4570,"O35177","CASL_MOUSE Enhancer of filamentation 1",0.000272290952486922,0.0082571514030462,1.45698296276004,0.542984007337009
"4912",4912,"Q9DBH5","LMAN2_MOUSE Vesicular integral-membrane protein VIP36",0.00735956275026082,0.0409503882466926,-1.22345584529175,-0.290962035272538
"3355",3355,"Q5BLK4","TUT7_MOUSE Terminal uridylyltransferase 7",0.00313783946384652,0.0250302584897193,1.09921478967311,0.136473320517291
"5031",5031,"P06797","CATL1_MOUSE Cathepsin L1",0.0194640302372684,0.0748300082160836,1.11029097437944,0.150937813766843
"215",215,"Q3UQ44","IQGA2_MOUSE Ras GTPase-activating-like protein IQGAP2",0.0293625852520988,0.0980549817578248,1.12961245535143,0.175827901277217
"2120",2120,"Q01237","HMDH_MOUSE 3-hydroxy-3-methylglutaryl-coenzyme A reductase",0.00810400988104064,0.0435530668918698,1.11468184599139,0.156631992918384
"1330",1330,"Q3UQN2","FCHO2_MOUSE FCH domain only protein 2",0.01251821360023,0.0571134773232342,1.05185781345928,0.0729396992299712
"5653",5653,"Q61146","OCLN_MOUSE Occludin",0.0296162280272907,0.0985401733347051,1.07859858846701,0.109158050946112
"3561",3561,"Q3UZP0","MALD2_MOUSE MARVEL domain-containing protein 2",0.00108678691864169,0.0140972280968023,1.19030277239013,0.251328592580691
"4954",4954,"Q80TH2","LAP2_MOUSE Protein LAP2",0.0238720270177711,0.0855109589236135,1.05028752910822,0.0707843374464101
"900",900,"Q62469","ITA2_MOUSE Integrin alpha-2",0.000481296851886772,0.0100495273793195,2.30414706251395,1.20423279993502
"241",241,"Q80X90","FLNB_MOUSE Filamin-B",0.0012450546214,0.0153744959251977,1.58802155327004,0.667230493453662
"4308",4308,"Q05909","PTPRG_MOUSE Receptor-type tyrosine-protein phosphatase gamma",0.00125195939788854,0.0154036350509054,1.41367019585913,0.499445583869958
"2882",2882,"Q8BTY2","S4A7_MOUSE Sodium bicarbonate cotransporter 3",0.0010422900788223,0.0139170380018932,1.16786144222004,0.22386911969768
"2602",2602,"Q9JI78","NGLY1_MOUSE Peptide-N(4)-(N-acetyl-beta-glucosaminyl)asparagine amidase",0.0164454856897713,0.0675734439612342,1.12038025959253,0.163988469354355
"546",546,"Q64511","TOP2B_MOUSE DNA topoisomerase 2-beta",0.0125088267468119,0.0571134773232342,1.09445947326756,0.130218533962987
"83",83,"P55264","ADK_MOUSE Adenosine kinase",0.0295589806423911,0.0983896935981988,1.12721963360115,0.172768645443941
"7410",7410,"Q6P1E1","ZMIZ1_MOUSE Zinc finger MIZ domain-containing protein 1",0.0111063037959799,0.0529133274564,1.09295766517263,0.128237520471516
"1891",1891,"P97384","ANX11_MOUSE Annexin A11",0.0189893485111007,0.073767355274494,1.10296276166234,0.141384083339106
"6021",6021,"Q8BH65","DEN6A_MOUSE Protein DENND6A",0.0031559442717876,0.0250413282033718,1.20330318521431,0.267000190889908
"5824",5824,"Q3UNB8","TM253_MOUSE Transmembrane protein 253",0.00367331169724089,0.0272096498282082,1.23148845076962,0.300403097917648
"6126",6126,"P53690","MMP14_MOUSE Matrix metalloproteinase-14",0.00574421156000731,0.0350345541122652,1.38121098747552,0.46593371592817
"2620",2620,"Q8CCS6","PABP2_MOUSE Polyadenylate-binding protein 2",0.0255631775068982,0.0895696095436479,1.11577646229467,0.158048022649437
"1208",1208,"Q924T7","RNF31_MOUSE E3 ubiquitin-protein ligase RNF31",0.00175645908249743,0.0177851018861008,-1.12225903317215,-0.166405708692944
"145",145,"Q9Z1W8","AT12A_MOUSE Potassium-transporting ATPase alpha chain 2",0.00896399298069229,0.0462603508154721,-1.76911683008948,-0.823029324809145
"7462",7462,"Q8QZV2","SHSA2_MOUSE Protein shisa-2 homolog",0.0134338780696544,0.0596134672581062,-1.09396942481489,-0.1295724170296
"3608",3608,"Q8VE11","MTMR6_MOUSE Myotubularin-related protein 6",0.0277666207115064,0.0944203533542501,1.07596944413507,0.105637108172664
"3215",3215,"Q06890","CLUS_MOUSE Clusterin",0.00229307318416022,0.020655023193839,2.35616578443738,1.23644105358731
"5362",5362,"Q9QZM4","TR10B_MOUSE Tumor necrosis factor receptor superfamily member 10B",0.00055043194062357,0.0104926670418037,1.70045822968226,0.76592356789792
"5668",5668,"Q8K072","REEP4_MOUSE Receptor expression-enhancing protein 4",0.00338397392590619,0.026056280887622,1.14897089905717,0.200342258107971
"7004",7004,"P62500","T22D1_MOUSE TSC22 domain family protein 1",0.0167338770736614,0.0679051450989317,1.1611360691357,0.215537046074839
"352",352,"Q91YW3","DNJC3_MOUSE DnaJ homolog subfamily C member 3",0.0030857333650769,0.0248497137479665,-1.14942524549305,-0.200912641381529
"1427",1427,"P97805","FAM3D_MOUSE Protein FAM3D",0.0081203315178031,0.0435835498185039,-1.23552334055401,-0.305122265206115
"5778",5778,"Q9JKC8","AP3M1_MOUSE AP-3 complex subunit mu-1",0.0130283298196726,0.0585877654993458,-1.05739819069991,-0.0805187632571635
"6347",6347,"Q8K3H0","DP13A_MOUSE DCC-interacting protein 13-alpha",1.52856744090305e-05,0.00285981347641216,1.19490040377236,0.256890373041364
"3500",3500,"Q505D1","ANR28_MOUSE Serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit A",0.000291390588039098,0.00842168821444307,1.11635557079485,0.158796613653646
"4272",4272,"Q8QZY6","TSN14_MOUSE Tetraspanin-14",0.00275296919034238,0.0231821531100333,1.48794298750071,0.573319248740462
"2430",2430,"Q8R180","ERO1A_MOUSE ERO1-like protein alpha",0.015302808414136,0.0644308060029335,1.06921197036426,0.096547894478589
"5686",5686,"Q3TPX4","EXOC5_MOUSE Exocyst complex component 5",0.000102451842624391,0.00666204350529814,1.09561435171816,0.13174006949201
"5238",5238,"Q3TMQ6","ANG4_MOUSE Angiogenin-4",0.0103456684061636,0.0504343632545854,-4.04632079055142,-2.0166107006653
"5592",5592,"Q5Y5T1","ZDH20_MOUSE Probable palmitoyltransferase ZDHHC20",0.000149829463051595,0.00724760949954113,1.18295818881582,0.242399083099455
"4359",4359,"Q8R332","NUPL1_MOUSE Nucleoporin p58/p45",0.00381575444019083,0.0278102941492566,1.12891589781318,0.174938011950313
"2075",2075,"B2RY04","DOCK5_MOUSE Dedicator of cytokinesis protein 5",0.000305133843392739,0.0085696489478225,1.37050026810105,0.454702610387709
"7127",7127,"Q80YR2","F16B2_MOUSE Protein FAM160B2",0.0180169500815901,0.0710692705628025,-1.18796369660736,-0.248490748996602
"362",362,"Q9EPK7","XPO7_MOUSE Exportin-7",0.0134302362017301,0.0596134672581062,1.07308159207866,0.101759776012411
"1437",1437,"Q8BX90","FND3A_MOUSE Fibronectin type-III domain-containing protein 3A",0.00122419564198996,0.0152280263369115,-1.12570673016017,-0.170831024530233
"2960",2960,"Q8CI04","COG3_MOUSE Conserved oligomeric Golgi complex subunit 3",0.0297657483254656,0.0989572096035483,-1.04934142126985,-0.0694841599281858
"2600",2600,"Q7TPH6","MYCB2_MOUSE E3 ubiquitin-protein ligase MYCBP2",9.52844310857355e-05,0.00649919223697288,1.12008167794985,0.163603939494215
"4282",4282,"Q9QXV8","SPY2_MOUSE Protein sprouty homolog 2",0.00460568349276362,0.0309927316594578,1.13916859636678,0.187981280972446
"6333",6333,"Q923B0","GGACT_MOUSE Gamma-glutamylaminecyclotransferase",0.00407899094021157,0.0288312097112536,-1.18188897686325,-0.241094519397308
"3926",3926,"Q99P88","NU155_MOUSE Nuclear pore complex protein Nup155",0.0192755500650031,0.0744551096187119,1.09039816846532,0.124855043972362
"284",284,"F8VQB6","MYO10_MOUSE Unconventional myosin-X",0.000211638802861186,0.00785324022997195,1.22806310071381,0.296384691610416
"2103",2103,"Q9WVJ3","CBPQ_MOUSE Carboxypeptidase Q",0.00458699745572244,0.0309518336150768,-1.25245756515,-0.324761723911693
"8125",8125,"Q8BI08","MAL2_MOUSE Protein MAL2",0.00730589780283313,0.0407925046373567,1.27961158236387,0.35570595613397
"8132",8132,"Q7TMV1","RN139_MOUSE E3 ubiquitin-protein ligase RNF139",0.00141512793766448,0.0162653059341604,-1.13815222764754,-0.186693530741677
"8154",8154,"Q8CCJ9","P20L1_MOUSE PHD finger protein 20-like protein 1",0.00367338583508492,0.0272096498282082,1.1809836975246,0.239989049694638
"7924",7924,"P35461","LY6G_MOUSE Lymphocyte antigen 6G (Fragment)",0.000177376864132299,0.00744528016883521,4.49097415546455,2.16702841975935
"3173",3173,"Q99KW3","TARA_MOUSE TRIO and F-actin-binding protein",0.00277194483624133,0.0232940128179007,1.0680184461373,0.0949365645544823
"4305",4305,"O08582","GTPB1_MOUSE GTP-binding protein 1",0.000243942010739785,0.00800761277888839,-1.1202478250768,-0.163817925549592
"1928",1928,"Q99JY4","TRABD_MOUSE TraB domain-containing protein",0.00980028524323573,0.0487812684652703,-1.05637757300819,-0.0791255783960314
"1582",1582,"Q9DBC0","SELO_MOUSE Selenoprotein O",0.0110500681054787,0.0527682420349512,-1.19664774553961,-0.258998531935547
"3006",3006,"Q3UH60","DIP2B_MOUSE Disco-interacting protein 2 homolog B",0.0136778197046796,0.0602164437477259,1.09894139024623,0.136114445198985
"7630",7630,"Q9D8Z6","ATGA1_MOUSE Autophagy-related protein 101",0.00836228798885172,0.0443298751222483,1.09418602425627,0.129858033795164
"944",944,"Q9DCV7","K2C7_MOUSE Keratin, type II cytoskeletal 7",0.00255481696468626,0.0221516703982596,1.5447205368013,0.627345856486054
"7755",7755,"Q6NZQ6","ZN740_MOUSE Zinc finger protein 740",0.0171692411041471,0.0690566282247883,1.39071639440705,0.475828244395724
"1381",1381,"Q0KL02","TRIO_MOUSE Triple functional domain protein",0.00178838871025182,0.0179827538002594,1.22240157175128,0.289718303489836
"182",182,"P63101","1433Z_MOUSE 14-3-3 protein zeta/delta",0.000716582742716852,0.0117421461162773,1.10745985975654,0.147254408776093
"6350",6350,"O08712","TR11B_MOUSE Tumor necrosis factor receptor superfamily member 11B",0.000790758258129696,0.0123754423380336,2.16244587843061,1.11266402551382
"6666",6666,"Q99J56","DERL1_MOUSE Derlin-1",0.00471018301589512,0.0313309368508075,-1.1549314596369,-0.207807236250828
"1943",1943,"Q8CJG0","AGO2_MOUSE Protein argonaute-2",0.000190103426928973,0.00751424432853435,1.09450608023826,0.130279969050815
"3078",3078,"P34152","FAK1_MOUSE Focal adhesion kinase 1",0.00281690245972201,0.0235749965570805,1.06915749943952,0.0964743946142198
"7711",7711,"P35459","LY6D_MOUSE Lymphocyte antigen 6D",0.0032129659270131,0.0252139272412294,1.76879040574646,0.822763104837365
"7706",7706,"P05533","LY6A_MOUSE Lymphocyte antigen 6A-2/6E-1",0.00053026785861851,0.0102764131105073,1.35835241313745,0.441857823269524
"3177",3177,"P0CW02","LY6C1_MOUSE Lymphocyte antigen 6C1",0.000524855061044098,0.0102758055454117,1.75400035486289,0.810649039663421
"1618",1618,"Q80U72","SCRIB_MOUSE Protein scribble homolog",0.02641266047929,0.0915273607209945,1.03058846214698,0.0434683461418017
"1046",1046,"Q9QXS1","PLEC_MOUSE Plectin",6.2897662098265e-07,0.0010296347285486,1.49646794550923,0.581561376497118
"6625",6625,"Q8BP71","RFOX2_MOUSE RNA binding protein fox-1 homolog 2",0.00209664026832084,0.0197743466342509,1.18993834589323,0.250886825316099
"812",812,"Q8VDD5","MYH9_MOUSE Myosin-9",0.000498058016106769,0.010133537850223,1.21636486633049,0.282576051058144
"3986",3986,"P97819","PLPL9_MOUSE 85/88 kDa calcium-independent phospholipase A2",0.00807806852576548,0.0434421753504537,1.19308045934907,0.254691339252545
"1181",1181,"Q8C6B9","AROS_MOUSE Active regulator of SIRT1",0.0253271760714523,0.0891322953654461,1.11200327354311,0.153161035109497
"3985",3985,"Q9QWR8","NAGAB_MOUSE Alpha-N-acetylgalactosaminidase",0.0021685696311372,0.0200335693350542,-1.24697276879312,-0.318429960150677
"1438",1438,"O35161","CELR1_MOUSE Cadherin EGF LAG seven-pass G-type receptor 1",0.0220583449795779,0.0812545245984903,1.06197093996163,0.0867442884143329
"5621",5621,"E9PZ26","E9PZ26_MOUSE Protein Brd1",0.0294197554838063,0.0981843003852481,1.07037788480472,0.0981202137189258
"7244",7244,"Q8C3X8","LMF2_MOUSE Lipase maturation factor 2",0.000966214625099208,0.0134998209131246,1.19496530213376,0.256968727690281
"7898",7898,"Q8CFE6","S38A2_MOUSE Sodium-coupled neutral amino acid transporter 2",0.0283100032670536,0.0957114319458214,-1.21432594860127,-0.280155720863472
"1699",1699,"P48281","VDR_MOUSE Vitamin D3 receptor",0.000779775914623508,0.0122504143209087,-1.53195468386078,-0.615373622108653
"5187",5187,"Q01341","ADCY6_MOUSE Adenylate cyclase type 6",0.0263262437949338,0.0912765287737309,-1.05918421185352,-0.0829535226784782
"6292",6292,"Q9ERG0","LIMA1_MOUSE LIM domain and actin-binding protein 1",0.000755090922871448,0.012047600786945,1.22211617930654,0.2893814401012
"948",948,"P11679","K2C8_MOUSE Keratin, type II cytoskeletal 8",0.00789389635394616,0.0427489616937201,1.18329481738402,0.24280956529892
"6822",6822,"Q00322","CEBPD_MOUSE CCAAT/enhancer-binding protein delta",0.0239591239062852,0.0856729703682588,-1.43170278816982,-0.517732029936699
"3610",3610,"P70362","UFD1_MOUSE Ubiquitin fusion degradation protein 1 homolog",7.10804146664336e-05,0.00577783228470311,-1.13255365543419,-0.17957940046591
"3439",3439,"P10630","IF4A2_MOUSE Eukaryotic initiation factor 4A-II",0.0230485973145055,0.0837340297466612,-1.04917186053924,-0.0692510192301178
"4003",4003,"Q61730","IL1AP_MOUSE Interleukin-1 receptor accessory protein",0.0210949341287193,0.0791301722472811,1.09949119582086,0.136836051854149
"1549",1549,"Q62351","TFR1_MOUSE Transferrin receptor protein 1",0.00154689387406653,0.0170179117731647,-1.33098074662276,-0.412489702014064
"1394",1394,"Q8CAS9","PARP9_MOUSE Poly [ADP-ribose] polymerase 9",0.0231520895765138,0.0839523026645951,-1.21774202375381,-0.28420853351422
"3962",3962,"Q62356","FSTL1_MOUSE Follistatin-related protein 1",0.00219809602775064,0.0201687760100972,1.35109754742304,0.434131839062599
"3301",3301,"Q9WV60","GSK3B_MOUSE Glycogen synthase kinase-3 beta",0.0016718210215957,0.01745389676245,1.138324723207,0.186912165495346
"6227",6227,"Q8K0L9","ZBT20_MOUSE Zinc finger and BTB domain-containing protein 20",0.0144442667384329,0.0620738571207784,1.12674934925739,0.172166616839683
"3641",3641,"Q99K01","PDXD1_MOUSE Pyridoxal-dependent decarboxylase domain-containing protein 1",0.0133305440743782,0.0594283786758091,-1.22981884162131,-0.298445815122936
"5251",5251,"Q9Z2Q6","SEPT5_MOUSE Septin-5",2.08745636487027e-06,0.0016520955095752,1.12546517865485,0.170521421199791
"2152",2152,"Q9DBM2","ECHP_MOUSE Peroxisomal bifunctional enzyme",0.0156647775055257,0.0652499765306502,-1.21401776142501,-0.27978952878662
"5354",5354,"Q8CIV3","LIPH_MOUSE Lipase member H",0.0139579606832498,0.0609605015077305,1.1899590800867,0.250911963473544
"1382",1382,"A2CG49","KALRN_MOUSE Kalirin",0.00563255696943438,0.0346465955460555,1.2044905004398,0.268423015392544
"6402",6402,"Q6AXF6","SIDT1_MOUSE SID1 transmembrane family member 1",0.0122737320131749,0.0564970233951305,-1.30165122100943,-0.38034292843587
"3424",3424,"Q8K1N2","PHLB2_MOUSE Pleckstrin homology-like domain family B member 2",0.00163082774129424,0.0173536655252976,1.43027988509485,0.516297489191047
"3596",3596,"P12023","A4_MOUSE Amyloid beta A4 protein",0.00114578891841753,0.0145625501510054,1.3743983320341,0.458800190739487
"7540",7540,"Q03347","RUNX1_MOUSE Runt-related transcription factor 1",0.00327270395089213,0.0254146886509033,1.38616022910573,0.471094031194825
"7902",7902,"Q8CD91","SMOC2_MOUSE SPARC-related modular calcium-binding protein 2",0.00781775113078145,0.0424555038027304,-1.71856379514333,-0.781203407269499
"1761",1761,"P70227","ITPR3_MOUSE Inositol 1,4,5-trisphosphate receptor type 3",6.11129692154321e-05,0.00547650569003486,1.34498290114879,0.427587831826767
"5486",5486,"P17095","HMGA1_MOUSE High mobility group protein HMG-I/HMG-Y",0.014078708547879,0.0612948029065901,1.24589383120716,0.317181134399716
"409",409,"P47811","MK14_MOUSE Mitogen-activated protein kinase 14",0.00217234465228117,0.0200458184655258,-1.05707220408049,-0.0800739244132426
"407",407,"Q9Z1B7","MK13_MOUSE Mitogen-activated protein kinase 13",4.6993970293642e-05,0.00473204671918272,-1.51644096982323,-0.600689339570515
"3946",3946,"P39689","CDN1A_MOUSE Cyclin-dependent kinase inhibitor 1",0.0226467859581688,0.082641080279809,-1.31534131715488,-0.395437212196474
"3327",3327,"O70628","PDE9A_MOUSE High affinity cGMP-specific 3',5'-cyclic phosphodiesterase 9A",0.0036061770573101,0.0269539376182841,1.33794506387646,0.420018880030119
"3316",3316,"Q9R233","TPSN_MOUSE Tapasin",0.000151665248440193,0.00725953250574844,-1.4710501033083,-0.556846384977129
"5635",5635,"P21958","TAP1_MOUSE Antigen peptide transporter 1",0.000150136532188551,0.00724760949954113,-1.41742156744299,-0.503268906319776
"2635",2635,"P36371","TAP2_MOUSE Antigen peptide transporter 2",0.000181885275260278,0.00745799614576576,-1.36496990734638,-0.448869145283808
"5490",5490,"Q9Z1Q5","CLIC1_MOUSE Chloride intracellular channel protein 1",0.00762265449338218,0.0416884067437107,1.12538701105727,0.170421217369481
"4661",4661,"Q3UDR8","YIPF3_MOUSE Protein YIPF3",0.0253856641773027,0.0891766786657609,-1.13244244679651,-0.179437731215309
"3124",3124,"Q8K2V1","PP4R1_MOUSE Serine/threonine-protein phosphatase 4 regulatory subunit 1",2.49248135648763e-05,0.00340433160624653,1.23998646857446,0.310324377203251
"1386",1386,"P26040","EZRI_MOUSE Ezrin",0.000159008423686233,0.00736673046750847,1.23647735894447,0.306235822875774
"1688",1688,"O09061","PSB1_MOUSE Proteasome subunit beta type-1",0.00657837981181355,0.0382226757232399,-1.09561163125846,-0.131736487210895
"6527",6527,"Q9Z2A0","PDPK1_MOUSE 3-phosphoinositide-dependent protein kinase 1",0.000375785146144812,0.00913875320450721,1.1069461486401,0.146585038759369
"256",256,"P46638","RB11B_MOUSE Ras-related protein Rab-11B",0.00323280008515109,0.0252734591074528,1.08632065036746,0.119450007760247
"2128",2128,"Q03146","DDR1_MOUSE Epithelial discoidin domain-containing receptor 1",0.000303329950334497,0.0085696489478225,1.48129246255611,0.566856510730607
"4138",4138,"Q99N84","RT18B_MOUSE 28S ribosomal protein S18b, mitochondrial",0.0100883408249973,0.049629398555623,1.15865879032837,0.212455774302709
"6085",6085,"Q8BTJ4","ENPP4_MOUSE Bis(5'-adenosyl)-triphosphatase enpp4",0.006053488874801,0.0361662820731724,-1.15460155016181,-0.207395067414212
"1616",1616,"Q80U04","PJA2_MOUSE E3 ubiquitin-protein ligase Praja-2",0.0297394613682132,0.0989099924009854,-1.14123201415585,-0.190592123479917
"2812",2812,"Q6P5D8","SMHD1_MOUSE Structural maintenance of chromosomes flexible hinge domain-containing protein 1",0.0250784874826049,0.088660900466291,-1.0764694708483,-0.106307404614006
"3556",3556,"Q00519","XDH_MOUSE Xanthine dehydrogenase/oxidase",0.000859205129050341,0.0127865345114128,-1.28751857865163,-0.364593250264932
"3578",3578,"P23949","TISD_MOUSE Zinc finger protein 36, C3H1 type-like 2",0.00212479637088557,0.0198669271320302,1.14601720531783,0.196628703641402
"559",559,"O55111","DSG2_MOUSE Desmoglein-2",8.29666873425262e-07,0.00113180389316429,1.24728925074314,0.318796069996952
"3343",3343,"O08912","GALT1_MOUSE Polypeptide N-acetylgalactosaminyltransferase 1",0.00011981711576625,0.00676275976048776,1.18961471776882,0.250494401461231
"1356",1356,"P26231","CTNA1_MOUSE Catenin alpha-1",0.000363372508262559,0.00913875320450721,1.20642377068951,0.270736760043831
"5271",5271,"Q9QZ85","IIGP1_MOUSE Interferon-inducible GTPase 1",0.00520710011168309,0.0328605354002514,-1.57086308854608,-0.651557445378743
"285",285,"P21271","MYO5B_MOUSE Unconventional myosin-Vb",3.50077022949246e-05,0.0042766872131934,1.14248116570049,0.192170382023409
"3292",3292,"Q8BGU5","CCNY_MOUSE Cyclin-Y",0.0015784624050733,0.0171576557576693,1.20474959108519,0.268733311399982
"3828",3828,"P70335","ROCK1_MOUSE Rho-associated protein kinase 1",0.015047830314034,0.063916186362412,1.13650258450321,0.184600964970302
"5563",5563,"O35604","NPC1_MOUSE Niemann-Pick C1 protein",0.00329412569990455,0.0255325936114761,1.50557527013373,0.5903148363483
"5100",5100,"P55088","AQP4_MOUSE Aquaporin-4",0.01156408439426,0.0543664737317736,-1.58733085345878,-0.666602865977694
"3422",3422,"P55292","DSC2_MOUSE Desmocollin-2",2.73347340754287e-05,0.00363348834719916,1.21060666684054,0.275730201139518
"3051",3051,"Q99JV5","STAR4_MOUSE StAR-related lipid transfer protein 4",0.000147426726070957,0.00724760949954113,-1.28390093981085,-0.360533894705701
"5612",5612,"Q7TSG1","CE120_MOUSE Centrosomal protein of 120 kDa",0.0022585821878219,0.0204651100630219,-1.68467275371957,-0.752468376310941
"893",893,"Q8JZQ2","AFG32_MOUSE AFG3-like protein 2",0.000615804430050538,0.0109811748583086,1.07334059201101,0.102107944161795
"5447",5447,"Q06180","PTN2_MOUSE Tyrosine-protein phosphatase non-receptor type 2",0.023030897311385,0.0837068803257932,1.05523176619929,0.0775599005667365
"7252",7252,"Q9JLY0","SOCS6_MOUSE Suppressor of cytokine signaling 6",0.0257557841103836,0.0901287272097006,1.15885161587606,0.212695849567364
"2216",2216,"Q91YH5","ATLA3_MOUSE Atlastin-3",0.00106608678096109,0.0140288107751873,1.21579203481059,0.281896472197158
"863",863,"E9Q616","E9Q616_MOUSE Protein Ahnak",5.86818776003946e-06,0.00218323258254195,1.51187805434935,0.596341778791533
"4307",4307,"P09528","FRIH_MOUSE Ferritin heavy chain",0.0190850898340127,0.0739987969168138,-1.22114548261298,-0.288235087746455
"5159",5159,"P30677","GNA14_MOUSE Guanine nucleotide-binding protein subunit alpha-14",0.0119246311863992,0.0553933633715535,1.16719691348933,0.22304797334143
"2375",2375,"Q64282","IFIT1_MOUSE Interferon-induced protein with tetratricopeptide repeats 1",0.0184801324954665,0.072269414465071,-1.62779836082249,-0.702922000674079
"7281",7281,"Q3UK78","PCGF5_MOUSE Polycomb group RING finger protein 5",0.0132796814208283,0.0593836576089367,-1.13464567563359,-0.182241846579351
"3661",3661,"E9QAE3","E9QAE3_MOUSE Protein Btaf1",0.0212004805145583,0.0793332185696211,1.07461355599307,0.103817942525451
"2493",2493,"Q9DBJ1","PGAM1_MOUSE Phosphoglycerate mutase 1",0.0193610526526423,0.0746662183822899,-1.06938708922533,-0.0967841642102862
"6276",6276,"Q8BWM0","PGES2_MOUSE Prostaglandin E synthase 2",5.09869617315768e-05,0.00490974449144654,-1.21259578608787,-0.278098714026214
"510",510,"O54988","SLK_MOUSE STE20-like serine/threonine-protein kinase",0.00111826558289201,0.0143239496024587,1.1728110198674,0.229970564376792
"2954",2954,"Q61823","PDCD4_MOUSE Programmed cell death protein 4",0.0154458441203097,0.0647128673072333,-1.25448261342503,-0.32709247576956
"3185",3185,"P97864","CASP7_MOUSE Caspase-7",0.018313387751857,0.0718232289166025,-1.18455870351986,-0.244349696407114
"1504",1504,"P19157","GSTP1_MOUSE Glutathione S-transferase P 1",0.002089967786692,0.0197743466342509,-1.26697758951989,-0.341391006108982
"1819",1819,"O35350","CAN1_MOUSE Calpain-1 catalytic subunit",0.0016142161185951,0.0173390537148306,1.35786283548591,0.441337753103495
"5831",5831,"Q9D0J4","ARL2_MOUSE ADP-ribosylation factor-like protein 2",1.02832391043139e-06,0.00120240445812584,-1.28322641874466,-0.359775749056001
"4780",4780,"Q9Z2B9","KS6A4_MOUSE Ribosomal protein S6 kinase alpha-4",4.42547313691768e-05,0.00464390995200913,1.48284700796952,0.568369756100259
"3861",3861,"P51432","PLCB3_MOUSE 1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase beta-3",0.000884263203503174,0.0130644301817211,-1.14638221101017,-0.197088127861221
"6736",6736,"Q9ES97","RTN3_MOUSE Reticulon-3",0.0030990573424991,0.0249076186794554,1.24958644547137,0.321450709458976
"1245",1245,"Q62441","TLE4_MOUSE Transducin-like enhancer protein 4",0.0286795984158012,0.0963806529761632,1.05186101000029,0.0729440834982501
"2634",2634,"Q5H8C4","VP13A_MOUSE Vacuolar protein sorting-associated protein 13A",0.00447151994222429,0.0305759321028453,-1.06064708759405,-0.0849447036860046
"650",650,"P10107","ANXA1_MOUSE Annexin A1",0.0008535590482617,0.0127860081537306,2.3339490028751,1.22277303829334
"3593",3593,"Q9WTP7","KAD3_MOUSE GTP:AMP phosphotransferase AK3, mitochondrial",0.0051435016140495,0.0326606367036425,1.13905942926885,0.187843020158196
